age,sex,bmi,children,smoker,region,pure_premium,gross_premium,monthly_premium,relativity
30,male,27.645,1,no,northeast,5831.42870578094,7580.857317515221,631.7381097929351,0.9677058830729732
55,female,32.395,1,no,northeast,13428.294253707358,17456.782529819564,1454.7318774849637,2.228380042795598
52,female,31.2,0,no,southwest,9710.044752914508,12623.05817878886,1051.9215148990718,1.611349106091636
46,male,26.62,1,no,southeast,8045.205118657998,10458.766654255398,871.5638878546165,1.33507459606531
46,female,48.07,2,no,northeast,13993.570809460864,18191.642052299125,1515.9701710249271,2.3221857765471934
63,female,26.22,0,no,northwest,13597.11098954608,17676.244286409903,1473.0203572008252,2.2563946094952403
59,female,36.765,1,yes,northeast,70936.69398957724,92217.7021864504,7684.808515537534,11.771704596406982
52,male,26.4,3,no,southeast,11005.096793033286,14306.625830943272,1192.2188192452727,1.826258614779656
28,female,33.4,0,no,southwest,5099.490839364054,6629.338091173271,552.4448409311059,0.846243268144091
29,male,29.64,1,no,northeast,5831.100903867735,7580.431175028056,631.7025979190047,0.967651485453471
25,male,45.54,2,yes,southeast,27796.92019789618,36135.99625726503,3011.333021438753,4.6128049512373765
22,female,28.82,0,no,southeast,4184.626258017963,5440.014135423352,453.33451128527935,0.6944245831782523
25,male,26.8,3,no,southwest,4998.745816624448,6498.369561611782,541.5307968009819,0.8295249721459268
18,male,22.99,0,no,northeast,3619.9772448290673,4705.970418277788,392.16420152314896,0.600722987994115
19,male,27.7,0,yes,southwest,15212.258580859307,19775.9361551171,1647.9946795930916,2.5244228929578325
47,male,25.41,1,yes,southeast,36111.945938100354,46945.52971953046,3912.1274766275383,5.992655367435032
31,male,34.39,3,yes,northwest,32219.069908109097,41884.79088054183,3490.399240045152,5.346645748460911
48,female,28.88,1,no,northwest,9966.610680571272,12956.593884742653,1079.7161570618878,1.6539253545748585
36,male,27.55,3,no,northeast,7990.895952641066,10388.164738433386,865.6803948694488,1.3260621735337148
53,female,22.61,3,yes,northeast,56913.51625196783,73987.57112755817,6165.6309272965145,9.4446056502071
56,female,37.51,2,no,southeast,14260.899935861995,18539.169916620594,1544.9308263850496,2.366548141481652
28,female,33.0,2,no,southeast,6089.726336020753,7916.644236826978,659.7203530689148,1.0105695017465723
57,female,38.0,2,no,southwest,14254.655269897297,18531.051850866486,1544.2543209055405,2.3655118602722336
29,male,33.345,2,no,northwest,6279.839795881429,8163.791734645859,680.3159778871549,1.0421181878131882
28,female,27.5,2,no,southwest,5439.940562310374,7071.922731003487,589.3268942502906,0.9027397489223117
30,female,33.33,1,no,southeast,6011.512370081407,7814.96608110583,651.2471734254858,0.9975901584678077
58,male,34.865,0,no,northeast,13177.227314403493,17130.39550872454,1427.5329590603785,2.1867163328425607
41,female,33.06,2,no,northwest,9346.47537060246,12150.4179817832,1012.5348318152666,1.551015995987796
50,male,26.6,0,no,southwest,8068.901857138297,10489.572414279786,874.1310345233155,1.3390069897194232
19,female,24.7,0,no,southwest,3503.0222128019514,4553.928876642537,379.49407305354475,0.5813146957456939
43,male,35.97,3,yes,southeast,43394.43718404345,56412.76833925648,4701.064028271373,7.2011601743514335
49,male,35.86,0,no,southeast,9259.295276697718,12037.083859707034,1003.0903216422529,1.5365487540793354
27,female,31.4,0,yes,southwest,21398.610467707873,27818.193608020236,2318.182800668353,3.5510270782629205
52,male,33.25,0,no,northeast,10881.08265118222,14145.407446536887,1178.7839538780738,1.805678887116253
50,male,32.205,0,no,northwest,9624.114401085875,12511.348721411638,1042.6123934509699,1.5970892546564872
54,male,32.775,0,no,northeast,11433.99163729217,14864.189128479822,1238.6824273733184,1.897432264488781
44,female,27.645,0,no,northwest,8129.9343385218535,10568.91464007841,880.7428866732008,1.3491351237108171
32,male,37.335,1,no,northeast,7069.841901332824,9190.794471732672,765.899539311056,1.1732163669485138
34,male,25.27,1,no,northwest,5992.684019336407,7790.489225137329,649.2074354281108,0.9944656573028641
26,female,29.64,4,no,northeast,7131.092707386863,9270.420519602923,772.5350433002436,1.1833807311810212
34,male,30.8,0,yes,southwest,24229.548419584622,31498.412945460008,2624.8677454550007,4.020811662601556
57,male,40.945,0,no,northeast,13955.946757141026,18142.730784283336,1511.8942320236113,2.315942192236738
29,male,27.2,0,no,southwest,4508.021332722645,5860.427732539439,488.3689777116199,0.7480909027267194
40,male,34.105,1,no,northeast,8460.31121573165,10998.404580451146,916.5337150375955,1.40396004978601
27,female,23.21,1,no,southeast,4791.8989808523565,6229.4686751080635,519.1223895923387,0.7951994389068343
45,male,36.48,2,yes,northwest,45689.984051886226,59396.979267452094,4949.748272287675,7.5820984179552715
64,female,33.8,1,yes,southwest,67457.01021110715,87694.1132744393,7307.842772869942,11.194262834953063
52,male,36.7,0,no,southwest,9839.07560779924,12790.798290139011,1065.8998575115843,1.6327613403261225
61,female,36.385,1,yes,northeast,74640.95081369413,97033.23605780237,8086.103004816864,12.38641349571283
52,male,27.36,0,yes,northwest,42216.13095762205,54880.97024490867,4573.414187075722,7.005624238837189
61,female,31.16,0,no,northwest,13778.514320666378,17912.06861686629,1492.6723847388575,2.286497879138256
56,female,28.785,0,no,northeast,12193.238683208869,15851.21028817153,1320.9341906809607,2.0234267454486528
43,female,35.72,2,no,northeast,10810.031976557393,14053.041569524612,1171.0867974603843,1.7938882678186892
64,male,34.5,0,no,southwest,13368.430324765162,17378.95942219471,1448.246618516226,2.2184458261320565
60,male,25.74,0,no,southeast,10942.037246980088,14224.648421074115,1185.3873684228429,1.8157940962579606
62,male,27.55,1,no,northwest,13600.1924850929,17680.25023062077,1473.3541858850642,2.256905973265557
50,male,32.3,1,yes,northeast,48505.4830291332,63057.127937873156,5254.760661489429,8.049320956638947
46,female,27.72,1,no,southeast,8712.255187346758,11325.931743550786,943.8276452958988,1.4457693002866658
24,female,27.6,0,no,southwest,4199.835197230255,5459.785756399332,454.982146366611,0.6969484552332161
62,male,30.02,0,no,northwest,13079.12067984819,17002.856883802648,1416.9047403168872,2.1704358684456384
60,female,27.55,0,no,northeast,13410.013787947444,17433.017924331678,1452.7514936943064,2.225346461292039
63,male,36.765,0,no,northeast,15577.699245570879,20251.00901924214,1687.584084936845,2.5850665360508036
49,female,41.47,4,no,southeast,14353.62164109997,18659.708133429962,1554.9756777858302,2.3819349950598148
34,female,29.26,3,no,southeast,7363.573570710942,9572.645641924224,797.720470160352,1.2219601446474961
33,male,35.75,2,no,southeast,6832.792692667989,8882.630500468387,740.2192083723656,1.1338788520140783
46,male,33.345,1,no,northeast,9908.93149541634,12881.610944041242,1073.4675786701034,1.6443536887582209
36,female,29.92,1,no,southeast,6783.167135889825,8818.117276656772,734.8431063880644,1.125643658604718
19,male,27.835,0,no,northwest,3784.643334961048,4920.036335449362,410.0030279541135,0.6280487690682064
57,female,23.18,0,no,northwest,11004.944302965961,14306.427593855751,1192.2022994879792,1.826233309568411
50,female,25.6,0,no,southwest,8483.532541169525,11028.592303520383,919.0493586266986,1.4078135502526634
30,female,27.7,0,no,southwest,4978.831232691124,6472.480602498461,539.3733835415384,0.8262202142549276
33,male,35.245,0,no,northeast,6558.359976118345,8525.86796895385,710.4889974128208,1.088337670305123
18,female,38.28,0,no,southeast,4271.711763147125,5553.225292091262,462.76877434093853,0.7088761283991221
46,male,27.6,0,no,southwest,7312.542698790458,9506.305508427597,792.1921257022997,1.213491743940335
46,male,43.89,3,no,southeast,11889.81316575447,15456.757115480812,1288.0630929567344,1.9730743064273202
47,male,29.83,3,no,northwest,10675.358863753303,13877.966522879295,1156.4972102399413,1.7715397199537255
23,male,41.91,0,no,southeast,4852.653474141978,6308.449516384572,525.7041263653811,0.8052814417136595
18,female,20.79,0,no,southeast,3339.924340148761,4341.901642193389,361.8251368494491,0.5542491550615192
48,female,32.3,2,no,northeast,11857.704576700906,15415.015949711178,1284.5846624759315,1.9677459946032376
35,male,30.5,1,no,southwest,6018.54877792365,7824.113411300746,652.0094509417288,0.9987578265656597
19,female,21.7,0,yes,southwest,14907.52657825128,19379.784551726665,1614.982045977222,2.47385364714127
21,female,26.4,1,no,southwest,4086.170511404525,5312.021664825883,442.6684720688236,0.6780861848153066
21,female,21.89,2,no,southeast,4277.761885183909,5561.0904507390815,463.42420422825677,0.7098801257012757
49,female,30.78,1,no,northeast,11088.400932362536,14414.921212071296,1201.2434343392747,1.8400826551273208
56,female,32.3,3,no,northeast,15987.156681849936,20783.303686404917,1731.9419738670765,2.653014613605523
42,female,24.985,2,no,northwest,8580.705342115061,11154.91694474958,929.576412062465,1.4239390481184702
44,male,32.015,2,no,northwest,9397.936971091149,12217.318062418493,1018.1098385348745,1.559555874644957
18,male,30.4,3,no,northeast,5013.6817265057025,6517.786244457414,543.1488537047845,0.8320035359062639
61,female,21.09,0,no,northwest,11958.422107165758,15545.948739315485,1295.4957282762905,1.984459728351332
57,female,22.23,0,no,northeast,11436.19417889634,14867.052432565242,1238.9210360471036,1.8977977688232428
42,female,33.155,1,no,northeast,9416.341258006703,12241.243635408715,1020.1036362840596,1.5626100038507706
26,male,32.9,2,yes,southwest,23098.357920915358,30027.865297189965,2502.322108099164,3.8330944228532045
20,male,33.33,0,no,southeast,3952.8716487908187,5138.733143428064,428.22776195233865,0.655965689124372
23,female,28.31,0,yes,northwest,20181.27804863663,26235.661463227618,2186.305121935635,3.349014877989791
39,female,24.89,3,yes,northeast,39641.497878893424,51533.94724256145,4294.495603546788,6.57837258186845
24,male,40.15,0,yes,southeast,21613.86853475473,28098.029095181148,2341.502424598429,3.5867484269014893
64,female,30.115,3,no,northwest,18434.639707798506,23965.03162013806,1997.0859683448382,3.0591661490917987
62,male,31.46,1,no,southeast,13506.235171408458,17558.105722830995,1463.175476902583,2.241314074642149
27,female,17.955,2,yes,northeast,23831.421191396188,30980.847548815047,2581.7372957345874,3.9547437947825514
55,male,30.685,0,yes,northeast,50691.45646348937,65898.89340253618,5491.574450211348,8.412075859321824
55,male,33.0,0,no,southeast,10529.00304497446,13687.7039584668,1140.6419965389,1.7472524665206441
35,female,43.34,2,no,southeast,8575.790918432915,11148.52819396279,929.0440161635657,1.423123516119526
44,male,22.135,2,no,northeast,8613.173172513001,11197.125124266902,933.0937603555752,1.42932697482939
19,male,34.4,0,no,southwest,3765.6356476923115,4895.326342000005,407.94386183333376,0.6248945076133192
58,female,39.05,0,no,southeast,13300.491545693774,17290.639009401908,1440.8865841168256,2.2071716153831535
50,male,25.365,2,no,northwest,10131.75406905666,13171.280289773658,1097.6066908144714,1.6813303416973948
26,female,22.61,0,no,northwest,4565.310670131472,5934.903871170914,494.57532259757613,0.7575978746276046
24,female,30.21,3,no,northwest,5993.135861809787,7791.076620352723,649.2563850293935,0.9945406390340611
48,male,35.625,4,no,northeast,13507.067859212912,17559.188216976785,1463.2656847480655,2.241452256368753
19,female,37.43,0,no,northwest,4618.740474103093,6004.362616334021,500.36355136116845,0.766464370000088
48,male,31.445,1,no,northeast,10205.76871425396,13267.499328530148,1105.624944044179,1.6936128218930255
49,male,31.35,1,no,northeast,10482.848010520793,13627.70241367703,1135.6418678064192,1.7395931945604173
46,female,32.3,2,no,northeast,11209.147310167546,14571.89150321781,1214.3242919348174,1.8601201083925598
46,male,19.855,0,no,northwest,7228.44999427236,9396.984992554068,783.082082712839,1.1995368438649883
43,female,34.4,3,no,southwest,9840.620636251511,12792.806827126966,1066.067235593914,1.6330177325754691
21,male,31.02,0,no,southeast,3935.6135859429687,5116.297661725859,426.3581384771549,0.6531017719282737
64,male,25.6,2,no,southwest,13671.542387625672,17773.005103913372,1481.0837586594478,2.268746248423032
18,female,38.17,0,no,southeast,4265.106026560595,5544.637834528773,462.05315287739774,0.7077799287404555
51,female,20.6,0,no,southwest,8132.804845986017,10572.646299781823,881.053858315152,1.349611474721972
47,male,47.52,1,no,southeast,11103.293837451365,14434.281988686775,1202.8568323905645,1.842554082387714
64,female,32.965,0,no,northwest,15377.054790041955,19990.171227054543,1665.8476022545453,2.5517702668485707
49,male,32.3,3,no,northwest,11692.36682533704,15200.076872938153,1266.673072744846,1.9403087536179784
31,male,20.4,0,no,southwest,4333.766049636747,5633.895864527772,469.491322043981,0.7191738274940922
52,female,38.38,2,no,northeast,14454.597929290883,18790.97730807815,1565.914775673179,2.3986916687779294
33,female,24.31,0,no,southeast,5351.240670371714,6956.612871483228,579.717739290269,0.8880203016671501
47,female,23.6,1,no,southwest,8161.554816619184,10610.02126160494,884.1684384670783,1.354382435171563
38,male,21.12,3,no,southeast,6891.857583339713,8959.414858341626,746.6179048618022,1.1436804709774426
32,male,30.03,1,no,southeast,5693.45838336967,7401.495898380571,616.7913248650476,0.9448101744185053
19,male,17.48,0,no,northwest,3271.561373230875,4253.029785200138,354.4191487666781,0.5429045517732753
44,female,20.235,1,yes,northeast,36868.96440996364,47929.653732952735,3994.1378110793944,6.118280024063482
26,female,17.195,2,yes,northeast,22924.09799459809,29801.32739297752,2483.443949414793,3.804176577092026
25,male,23.9,5,no,southwest,5562.354123265872,7231.060360245633,602.5883633538027,0.9230538655961746
19,female,35.15,0,no,northwest,4472.934885249002,5814.815350823703,484.56794590197524,0.742268425363202
43,female,35.64,1,no,southeast,8951.181286326999,11636.535672225098,969.7113060187581,1.4854182788249177
52,male,34.1,0,no,southeast,9828.025303023158,12776.432893930105,1064.7027411608422,1.6309275795993623
36,female,22.6,2,yes,southwest,28226.68651444111,36694.69246877344,3057.8910390644537,4.684123218826731
64,male,39.16,1,no,southeast,15922.453103633816,20699.18903472396,1724.9324195603301,2.6422772735033386
63,female,26.98,0,yes,northwest,61007.5026179592,79309.75340334697,6609.146116945581,10.123988849672939
64,male,33.88,0,yes,southeast,60951.34422912841,79236.74749786693,6603.062291488911,10.114669554865891
61,male,35.86,0,yes,southeast,57602.21366070358,74882.87775891465,6240.239813242887,9.558892657339676
40,male,32.775,1,yes,northeast,36859.791556388496,47917.729023305044,3993.1440852754204,6.116757820017596
25,male,30.59,0,no,northeast,4905.018244408528,6376.523717731086,531.3769764775906,0.8139711983426773
48,male,30.2,2,no,southwest,9300.354208475783,12090.460471018518,1007.5383725848765,1.543362345025742
45,male,24.31,5,no,southeast,10172.84529133343,13224.69887873346,1102.058239894455,1.6881492911429175
38,female,27.265,1,no,northeast,7745.290566499245,10068.877736449018,839.0731447040848,1.285304789867473
18,female,29.165,0,no,northeast,4210.250796538656,5473.326035500253,456.1105029583544,0.6986768887329652
21,female,16.815,1,no,northeast,4145.233042174179,5388.802954826433,449.0669129022028,0.687887412160899
27,female,30.4,3,no,northwest,6538.183609625871,8499.638692513632,708.303224376136,1.084989470483277
19,male,33.1,0,no,southwest,3697.389398676858,4806.606218279916,400.550518189993,0.6135692732664692
29,female,20.235,2,no,northwest,5568.237925402591,7238.709303023368,603.2257752519473,0.9240302626730857
42,male,26.9,0,no,southwest,6470.46153241061,8411.599992133793,700.9666660111494,1.0737512206749302
60,female,30.5,0,no,southwest,12040.82855743428,15653.077124664565,1304.423093722047,1.9981348002336234
31,male,28.595,1,no,northwest,5771.588018907954,7503.0644245803405,625.2553687150283,0.9577755233522569
60,male,33.11,3,no,southeast,15146.235531959745,19690.106191547668,1640.8421826289723,2.5134665911556375
22,male,31.73,0,no,northeast,4581.03958943995,5955.351466271935,496.2792888559946,0.76020803562196
35,male,28.9,3,no,southwest,6820.7553191255165,8866.981914863172,738.915159571931,1.1318812905618993
52,female,46.75,5,no,southeast,18110.198142913407,23543.25758578743,1961.9381321489525,3.0053261680351038
26,male,29.45,0,no,northeast,4964.655978106931,6454.052771539011,537.8377309615843,0.823867878670068
31,female,32.68,1,no,northwest,6518.195477584451,8473.654120859786,706.1378434049822,1.0816725075323372
33,female,33.5,0,yes,southwest,26091.610753559242,33919.09397962702,2826.5911649689183,4.329814613019093
18,male,43.01,0,no,southeast,4281.83812606813,5566.389563888569,463.86579699071405,0.7105565640980228
59,female,36.52,1,no,southeast,14212.864621800632,18476.72400834082,1539.7270006950685,2.3585768434760097
56,male,26.695,1,yes,northwest,50388.302856720664,65504.793713736864,5458.732809478072,8.361768542959705
45,female,33.1,0,no,southwest,8190.911091845797,10648.184419399537,887.3487016166281,1.359254009819083
60,male,29.64,0,no,northeast,12951.70414987555,16837.215394838215,1403.1012829031845,2.149291525973778
56,female,25.65,0,no,northwest,11078.111285926392,14401.54467170431,1200.1287226420259,1.8383751230809928
40,female,29.6,0,no,southwest,6774.493115969433,8806.841050760264,733.9034208966887,1.1242042343177447
35,male,38.6,1,no,southwest,6745.0230561976205,8768.529973056908,730.7108310880757,1.1193137775095487
39,male,29.6,4,no,southwest,8298.966914275272,10788.656988557854,899.0547490464878,1.3771855083147484
30,male,24.13,1,no,northwest,5269.868618029416,6850.829203438241,570.9024336198535,0.8745168846243762
24,male,23.4,0,no,southwest,3712.765605549594,4826.595287214473,402.2162739345394,0.6161209028243069
20,male,29.735,0,no,northwest,3998.0492154198314,5197.463980045781,433.1219983371484,0.6634627536030094
32,male,46.53,2,no,southeast,7731.270880501122,10050.652144651458,837.5543453876215,1.2829782703636385
59,male,37.4,0,no,southwest,12098.444245267321,15727.977518847518,1310.6647932372932,2.007695928884319
55,female,30.14,2,no,southeast,12499.758228449282,16249.685696984066,1354.1404747486722,2.074292627923036
57,female,30.495,0,no,northwest,12197.8444100083,15857.19773301079,1321.4331444175657,2.0241910502433282
56,male,39.6,0,no,southwest,11469.1076970056,14909.84000610728,1242.4866671756067,1.9032596559033996
40,female,33.0,3,no,southeast,9188.07391933238,11944.496095132095,995.3746745943413,1.524729810557904
49,female,36.63,3,no,southeast,12454.614681887628,16190.999086453916,1349.2499238711596,2.066801208959587
42,male,30.0,0,yes,southwest,30003.329614793187,39004.328499231146,3250.360708269262,4.9789511361478045
62,female,38.095,2,no,northeast,19072.37995035706,24794.093935464178,2066.1744946220147,3.1649969867361816
56,male,25.935,0,no,northeast,10985.832358847629,14281.582066501918,1190.13183887516,1.823061747041729
19,male,25.175,0,no,northwest,3645.6262534376506,4739.314129468946,394.94284412241217,0.6049793542772026
30,female,28.38,1,yes,southeast,24890.395003732472,32357.513504852213,2696.4594587376846,4.130476919531574
60,female,28.7,1,no,southwest,12639.114112277333,16430.848345960534,1369.2373621633778,2.097418265811321
56,female,33.82,2,no,northwest,14404.623053901105,18726.009970071438,1560.5008308392864,2.390398507125694
28,female,24.32,1,no,northeast,5609.230413972852,7291.999538164708,607.6666281803923,0.9308328275937403
18,female,24.09,1,no,southeast,3766.676327145553,4896.679225289219,408.0566021074349,0.6250672048510127
27,male,32.67,0,no,southeast,4768.460973617932,6198.999265703312,516.5832721419426,0.7913099808284435
18,female,30.115,0,no,northeast,4266.900772473791,5546.971004215929,462.2475836846607,0.7080777607583792
19,female,29.8,0,no,southwest,3763.6073058518004,4892.689497607341,407.7241248006117,0.6245579111408287
47,female,33.345,0,no,northeast,10093.80291862451,13121.943794211862,1093.4953161843218,1.6750324765608167
54,male,25.1,3,yes,southwest,48974.902097299135,63667.37272648888,5305.614393874073,8.127219464330636
61,male,28.31,1,yes,northwest,59329.08287571011,77127.80773842314,6427.317311535262,9.845460766626994
24,male,28.5,0,yes,northeast,20556.51440673959,26723.468728761465,2226.955727396789,3.41128408329091
25,male,35.625,0,no,northwest,4999.2704864688785,6499.051632409542,541.5876360341285,0.829612039333188
21,male,36.85,0,no,southeast,4272.029290861946,5553.63807812053,462.8031731767108,0.70892882105013
23,male,32.56,0,no,southeast,4254.514663834019,5530.869062984225,460.9057552486854,0.7060223278955534
63,male,41.325,3,no,northwest,19680.7777329578,25585.01105284514,2132.084254403762,3.2659585423302055
49,male,37.51,2,no,southeast,10984.401073960571,14279.721396148743,1189.9767830123953,1.8228242301525683
18,female,31.35,0,no,southeast,3874.887349516605,5037.353554371586,419.77946286429886,0.6430244582523958
51,female,39.5,1,no,southwest,11422.976524967653,14849.869482457949,1237.4891235381624,1.8956043438304049
48,male,34.3,3,no,southwest,10607.406872958207,13789.628934845668,1149.1357445704723,1.7602633167639297
31,female,31.065,0,no,northeast,6233.033217618827,8102.943182904475,675.2452652420396,1.0343507943601338
54,female,21.47,3,no,northwest,12321.760384229043,16018.288499497756,1334.8573749581462,2.0447544873202927
19,male,28.7,0,no,southwest,3475.4483323253926,4518.08283202301,376.5069026685842,0.5767389034823222
44,female,38.06,0,yes,southeast,39274.91997478062,51057.395967214805,4254.7829972679,6.5175402177407955
53,male,31.16,1,no,northwest,11109.032159567543,14441.741807437807,1203.4784839531505,1.8435063375469496
19,female,32.9,0,no,southwest,3931.384790474724,5110.800227617141,425.9000189680951,0.6524000176139534
61,female,25.08,0,no,southeast,11889.180975452546,15455.93526808831,1287.9946056740257,1.9729693965835648
18,female,25.08,0,no,northeast,3975.1020907805405,5167.632718014703,430.6360598345586,0.6596547558320623
61,male,43.4,0,no,southwest,13925.732905980536,18103.4527777747,1508.6210648145582,2.3109283057616596
21,male,25.7,4,yes,southwest,21020.121245735358,27326.157619455968,2277.1798016213306,3.4882180711975646
20,male,27.93,0,no,northeast,4105.042793043685,5336.555630956791,444.71296924639927,0.6812179761636464
31,female,23.6,2,no,southwest,5602.823142876319,7283.670085739215,606.9725071449346,0.929769562612311
45,male,28.7,2,no,southwest,8369.360865780263,10880.169125514343,906.6807604595286,1.3888671466303473
44,female,23.98,2,no,southeast,8412.193303706656,10935.851294818653,911.3209412348878,1.3959750449274897
62,female,39.2,0,no,southwest,14396.009497884337,18714.812347249637,1559.5676956041364,2.3889691166191547
29,male,34.4,0,yes,southwest,22144.78596344303,28788.221752475944,2399.0184793729954,3.674852379652952
43,male,26.03,0,no,northeast,7631.872456895339,9921.434193963942,826.7861828303285,1.2664834379401297
51,male,23.21,1,yes,southeast,39180.03438785687,50934.04470421393,4244.503725351161,6.501794275310956
19,male,30.25,0,yes,southeast,16337.010297915273,21238.113387289854,1769.8427822741544,2.711071638661005
38,female,28.93,1,no,southeast,7076.387189890831,9199.30334685808,766.6086122381734,1.1743025354611658
37,male,30.875,3,no,northwest,8177.626489756309,10630.914436683202,885.9095363902669,1.3570494750052498
22,male,31.35,1,no,northwest,4658.0309854672405,6055.440281107413,504.6200234256178,0.7729844975561942
21,male,23.75,2,no,northwest,4381.372140064236,5695.7837820835075,474.648648506959,0.7270738972885005
24,female,25.27,0,no,northeast,4718.384739214266,6133.900160978546,511.1583467482122,0.7829999989904542
57,female,28.7,0,no,southwest,10789.868537208165,14026.829098370616,1168.902424864218,1.7905422132125701
56,male,32.11,1,no,northeast,12900.933108721352,16771.21304133776,1397.6010867781467,2.1408662433040355
27,male,33.66,0,no,southeast,4835.342174813187,6285.9448272571435,523.828735604762,0.802408690103492
51,male,22.42,0,no,northeast,9084.183747152472,11809.438871298215,984.1199059415179,1.5074895876409544
19,male,30.4,0,no,southwest,3559.5735720059374,4627.445643607719,385.62047030064326,0.5906992026579055
39,male,28.3,1,yes,southwest,28986.691552386837,37682.69901810289,3140.224918175241,4.8102434860017524
58,male,35.7,0,no,southwest,11484.930341781213,14930.409444315577,1244.200787026298,1.9058853703222274
20,male,35.31,1,no,southeast,4375.91704230147,5688.692154991912,474.0576795826593,0.726168642253395
45,male,30.495,2,no,northwest,9461.483362837607,12299.92837168889,1024.9940309740741,1.5701011835638752
35,female,31.0,1,no,southwest,6462.777475342105,8401.610717944737,700.1342264953947,1.0724760773770814
31,male,30.875,0,no,northeast,5829.967696905425,7578.958005977053,631.5798338314211,0.9674634335883974
50,female,27.36,0,no,northeast,10095.505317865627,13124.156913225315,1093.6797427687764,1.6753149839606474
32,female,44.22,0,no,southeast,6884.813276260827,8950.257259139074,745.8547715949229,1.1425114920279695
51,female,33.915,0,no,northeast,11386.589543525119,14802.566406582655,1233.5472005485547,1.889566047250649
38,female,37.73,0,no,southeast,7439.125588372328,9670.863264884027,805.9052720736689,1.2344977466071114
42,male,26.07,1,yes,southeast,31667.473899062814,41167.71606878166,3430.643005731805,5.255110255194141
18,female,33.88,0,no,southeast,4015.296178627343,5219.885032215546,434.9904193512955,0.6663248288513112
19,female,30.59,2,no,northwest,4862.363500908798,6321.072551181438,526.7560459317865,0.8068927878350195
51,female,25.8,1,no,southwest,9420.439794136071,12246.571732376893,1020.5476443647411,1.5632901420680902
46,male,39.425,1,no,northeast,10793.843495987407,14031.99654478363,1169.3330453986357,1.7912018441863367
18,male,25.46,0,no,northeast,3747.9841012037623,4872.379331564891,406.0316109637409,0.6219652931370501
57,male,42.13,1,yes,southeast,60527.353951555495,78685.56013702214,6557.1300114185115,10.044309801420512
62,female,31.73,0,no,northeast,15045.180805812925,19558.735047556802,1629.8945872964002,2.4966969009238658
59,male,29.7,2,no,southeast,13037.577367310761,16948.850577503992,1412.4042147919993,2.1635418961494572
37,male,36.19,0,no,southeast,6637.827528844297,8629.175787497586,719.0979822914655,1.101525042073911
64,male,40.48,0,no,southeast,15066.656170998638,19586.65302229823,1632.221085191519,2.5002606651881454
38,male,28.025,1,no,northeast,7341.909024982144,9544.481732476786,795.3734777063988,1.2183649865115358
33,female,38.9,3,no,southwest,7913.663979668817,10287.763173569463,857.3135977974553,1.3132457886686322
46,female,30.2,2,no,southwest,9374.407268486735,12186.729449032757,1015.5607874193964,1.5556512000298535
46,female,28.05,1,no,southeast,8752.79817207323,11378.637623695198,948.2198019745998,1.452497271563799
53,male,31.35,0,no,southeast,9724.7303662756,12642.149476158282,1053.5124563465235,1.6137861339904727
34,female,38.0,3,no,southwest,8036.973898883501,10448.06606854855,870.672172379046,1.3337086529658513
20,female,31.79,2,no,southeast,4780.709791596956,6214.922729076044,517.9102274230037,0.7933426307701706
63,female,36.3,0,no,southeast,14727.705559706255,19146.017227618133,1595.5014356348445,2.4440129569217897
54,female,47.41,0,yes,southeast,59345.09245223946,77148.6201879113,6429.051682325942,9.84811750173851
54,male,30.21,0,no,northwest,10471.942878667098,13613.525742267228,1134.4604785222689,1.737783524789432
49,male,25.84,2,yes,northwest,44021.60234391348,57228.08304708753,4769.0069205906275,7.305236112768203
28,male,35.435,0,no,northeast,5713.287019689046,7427.273125595761,618.9394271329801,0.948100669593479
54,female,46.7,2,no,southwest,14807.179702745432,19249.333613569062,1604.1111344640885,2.4572014223307814
25,female,28.595,0,no,northeast,5085.379800848101,6610.993741102531,550.9161450918776,0.8439015889987007
43,female,46.2,0,yes,southeast,42819.08091547539,55664.80519011801,4638.733765843167,7.105681746328423
63,male,30.8,0,no,southwest,12338.407043095609,16039.929156024293,1336.6607630020244,2.047516944092287
32,female,28.93,0,no,southeast,5552.250244634243,7217.925318024517,601.493776502043,0.9213771610890974
62,male,21.4,0,no,southwest,10510.183775732956,13663.238908452842,1138.60324237107,1.7441294724005094
52,female,31.73,2,no,northwest,12499.013305828139,16248.71729757658,1354.0597747980485,2.07416901053195
25,female,41.325,0,no,northeast,6082.81658414153,7907.66155938399,658.9717966153324,1.0094228517776773
28,male,23.8,2,no,southwest,4843.000102316224,6295.900133011091,524.6583444175909,0.8036794972882715
46,male,33.44,1,no,northeast,9922.184163748883,12898.839412873549,1074.9032844061292,1.6465529242730277
34,male,34.21,0,no,southeast,5933.158220986628,7713.105687282617,642.7588072735514,0.9845875522682279
35,female,34.105,3,yes,northwest,38291.29926367994,49778.689042783924,4148.22408689866,6.354311685442881
19,male,35.53,0,no,northwest,4217.37315238137,5482.585098095782,456.88209150798184,0.6998588196109851
46,female,19.95,2,no,northwest,8945.710328304182,11629.423426795436,969.1186188996197,1.4845103918332654
54,female,32.68,0,no,northeast,12175.583690505926,15828.258797657703,1319.0215664714754,2.0204969590847535
27,male,30.5,0,no,southwest,4463.969097776098,5803.159827108928,483.5966522590773,0.7407805832370847
50,male,44.77,1,no,southeast,11622.276017382961,15108.95882259785,1259.0799018831542,1.9286774209500064
18,female,32.12,2,no,southeast,4540.259316690584,5902.337111697759,491.86142597481324,0.7534406871994782
